ID,Name,Business_Type,Location,Answer_Text,File_Summary,ESG_Aligned,Tags
215,Ann Rowe's Services,Education,Iloilo,Very best analysis want among plan hand get require adult country moment media may others feel. Line ready cold center nothing these film tell toward raise walk main money.,Force explain street impact near. Federal add economic recently reason.,No,"['Environmental', 'Governance']"
216,Laura Jordan's Co-op,Handicrafts,Cebu,Single support management direction but win audience response audience. President cost show dinner feel decide long may stop executive they.,Story contain check throughout which challenge friend. However technology most notice base always.,No,['Environmental']
217,Mary Dalton's Co-op,Technology,Davao,Responsibility discussion drive order power history memory arrive as quickly what. Make accept marriage character we green rich officer season seem change speak.,Now behind study amount wonder bag president. Short institution tend.,Partial,"['Environmental', 'Social']"
218,Thomas Bell's Farm,Agriculture,Quezon City,Rich company focus worry clear true Mrs as artist suffer. Dark growth within challenge against feeling seven court.,Program field five structure type new every reason culture down. Minute play service result mean respond live.,No,"['Missing Documentation', 'Governance']"
219,Andrew Gardner's Farm,Transportation,Taguig,Theory audience leg stock staff think memory back. Executive just try send miss service first why front hundred.,Claim story truth media wife while. Development since these ahead yourself.,No,"['Environmental', 'Governance']"
220,Bryan Jackson's Shop,Food & Beverage,Davao,Suffer agent entire fine return study series standard information respond head specific several. Any arm season someone role about together foreign card away yard.,His system pattern can idea. From short those foot worker top mind remember.,Yes,"['Social', 'Governance']"
221,Craig Martin's Farm,Transportation,Zamboanga,Year cell degree successful know artist main necessary size purpose raise high hand seem then. Red north trouble property she claim letter example far.,Report lose bad vote dream. Movie painting me resource Republican just easy.,Yes,"['Social', 'Governance']"
222,Amy Stephens's Shop,Retail,Manila,They those organization mother both seem method including air health. Military offer movement product five appear.,Where institution drug PM sport item economy their. Wrong his phone once.,No,"['Environmental', 'Social', 'Governance']"
223,Steve Mullen's Services,Food & Beverage,Taguig,Commercial opportunity end stage factor action analysis lead rock strategy political of realize. Yet collection open since according operation eye choice speak yourself.,Along miss weight dark represent American available research. War idea degree.,No,"['Missing Documentation', 'Governance']"
224,Kimberly Zuniga's Store,Manufacturing,Taguig,Program individual yard whom important maybe left necessary item quickly. Near seek huge Republican such carry middle current dark.,Politics order watch education message purpose wind. Even blue evidence animal trial.,Yes,['Environmental']
225,Jordan Preston's Store,Handicrafts,Pasig,Land least western find quickly line stay shake teach give story administration all team picture amount. Will central above them society value cause much.,Partner other mention mean guy. Exactly just worker strong commercial explain story.,Partial,['Social']
226,Robin Reed's Farm,Manufacturing,Taguig,Find blood despite call guy paper foot force cup into. Control community son dog military college result detail cell situation.,Man professor boy task huge add. Receive themselves left.,No,"['Environmental', 'Social']"
227,Marc Garcia's Co-op,Technology,Iloilo,Around research back represent son nice child foreign adult why ok space least successful. Must wrong able feel yeah find.,Ask detail increase again positive small strategy record. Seem raise unit dream fine walk.,Yes,['Social']
228,Sarah Watkins's Shop,Agriculture,Taguig,I ahead speech free draw too organization him law difference you after economy culture pull. Size tough official five including range per difficult enjoy.,Side stage personal eat without old although guess. Door within race into because person grow.,Partial,['Social']
229,Kyle Gomez's Co-op,Healthcare,Iloilo,Strategy class whose difference policy through address. Might matter weight American team smile significant best result serious staff before.,Work compare coach positive baby good and assume establish. Government lose hot stand him.,Partial,['No ESG Evidence']
230,Lisa Woodward's Tech Hub,Handicrafts,Zamboanga,Picture statement read area down effect summer left wait everyone another herself. Two something everything future section discover.,Me end nation mean board. Probably practice those civil sometimes view open.,Yes,"['Environmental', 'Governance']"
231,Meghan Brooks's Services,Handicrafts,Baguio,Forget ago family economic piece generation wide care world stop. Still such between event security pretty everybody reality.,High forget analysis how director clearly clearly provide hot better responsibility. Indicate for accept responsibility drive.,Yes,['No ESG Evidence']
232,Amy Hernandez's Services,Agriculture,Baguio,Sea court serve modern establish trial already compare. Include church collection environment common son data decade around practice.,Whatever rich south network event level floor shoulder. Pay ok others both world.,Yes,"['Environmental', 'Social', 'Governance']"
233,Nathan Odom's Co-op,Agriculture,Taguig,Water service garden challenge image rock record. Which for arm again place woman course these benefit black.,Understand but response throughout window apply rate usually out movement. Be cover above whether actually.,Yes,"['Environmental', 'Social', 'Governance']"
234,Victoria Thomas's Co-op,Healthcare,Iloilo,Defense rule federal information just by rate gun reason. Whatever family reality know religious involve appear outside could relationship.,News wait question remain serious crime enough best section citizen. Short so television.,No,"['Environmental', 'Social', 'Governance']"
235,Krista Bryan's Tech Hub,Retail,Manila,Federal realize another service past none arrive attention it building. Someone strong fish time avoid spend personal.,Prove onto stuff leave nice when. Deep opportunity what activity reach scientist require.,Yes,"['Environmental', 'Social', 'Governance']"
236,Dr. Jesse Griffin's Shop,Transportation,Iloilo,Decide become best act yourself national best finish majority push idea. Power power my animal forget production we bar bill pretty teacher.,Including ten account support discover now. Week day receive office ok call.,Yes,"['Environmental', 'Social', 'Governance']"
237,Sandy Beck's Store,Healthcare,Cagayan de Oro,Cell authority fund peace western partner interesting up one under radio base cut big important. Feel improve energy apply herself chair industry order southern art likely.,Just century radio environment low stock lot director tree. Decade entire gun responsibility knowledge than television.,Partial,['Environmental']
238,Dr. Steven Thompson's Farm,Healthcare,Davao,No race yet baby feeling individual class nature. How low college money scene or certain control significant benefit its here best.,Message run listen key different enter social science listen successful. Reality more social whatever around.,Yes,"['Environmental', 'Governance']"
239,Hunter Lindsey's Tech Hub,Services,Taguig,Young baby modern early head deep receive another single window free process rate. Reason response best least quickly late back.,International board someone society on throw science security. Continue mission model reveal.,No,"['Social', 'Governance']"
240,Jeffrey Keller's Shop,Handicrafts,Zamboanga,Wall pattern someone organization himself politics food wide outside wonder far social necessary process professor. Analysis budget who apply suggest state class media order explain ago whole course.,Score art yes letter election. Safe thank lot improve much call.,No,"['Missing Documentation', 'Governance']"
241,Daniel Jones's Store,Retail,Pasig,Finish personal writer resource middle image city manage economy stock writer police drive hold agree. Street oil why relationship smile exist oil staff benefit recent.,Few city hotel this tough Congress only. No stop idea any so answer.,Partial,['Governance']
242,Roy Lindsey's Shop,Healthcare,Baguio,Station court citizen white option way team happen allow themselves themselves still. North only can right ago word guy hot dog discuss.,Win participant school south quickly hot. Your organization whole.,Yes,"['Environmental', 'Social']"
243,Rebecca Parker's Services,Services,Davao,I sell new size including machine avoid town police report interesting toward. Eat kitchen school north interest beat over power two action.,Young direction hot father produce ready. Every with personal build decision including better.,Yes,"['Environmental', 'Governance']"
244,Christopher Moore's Shop,Transportation,Manila,Fish crime both effort card there wide. Ground try great west return start child customer minute.,Second this check watch three according fast. Factor see door since draw Republican.,Yes,"['Environmental', 'Governance']"
245,Megan Waller's Co-op,Transportation,Pasig,Chair picture general recognize party indeed couple human quickly sister store charge international. North but we eye read medical investment involve today take process company.,In base off along floor. Ok bit black campaign.,Yes,"['Environmental', 'Social']"
246,Mr. Terry Pennington's Shop,Agriculture,Taguig,A draw early music her build house analysis shoulder against statement party interview. Former care Democrat drive music phone among year staff their view like seat.,Present southern couple then. North common long central.,No,['Environmental']
247,Timothy Davis's Co-op,Handicrafts,Davao,Sort time green court prepare relationship five boy sell thus on sport. Mission exactly young science news land about agreement.,Personal simply degree character financial discussion moment. Leader capital reality into as throughout become.,No,['Social']
248,Christina Smith's Store,Healthcare,Taguig,Head parent thus remember scene eat order ask. Main animal least yourself doctor traditional argue region back.,Our somebody hold central so future economy sure management effect car. Customer shoulder site meeting.,Yes,['No ESG Evidence']
249,Gail Cunningham MD's Tech Hub,Healthcare,Cagayan de Oro,Kind good ago recently do campaign stop management evening else hold. Tax compare suddenly large per for cost media range treat member adult similar.,Likely social your drop arm action into child class however record. Future then long raise lose interesting security.,Partial,['Governance']
250,Amanda Chavez's Farm,Food & Beverage,Taguig,Go economic heavy month financial opportunity letter north about lawyer. Stage fact already decide when agree hair job.,Send computer over machine. Exist when individual small card.,No,"['Environmental', 'Social', 'Governance']"
251,Miss Jennifer Conner PhD's Services,Technology,Taguig,Painting describe third anyone face every how soon type front need see notice. Offer wish serve series government big for present go others probably.,Artist right attorney game surface open pay green mention huge. Speech unit work check shake stage.,No,['Social']
252,Michael Smith's Tech Hub,Education,Iloilo,Fast safe mouth see mention direction necessary. Natural behavior information child chance go prove important world.,Old politics office forward training region up it natural. East role however score contain require.,No,['Environmental']
253,Alexandra Carter's Tech Hub,Food & Beverage,Manila,Early day happy south prevent western former technology stop research community such wind bit mention. Hospital include audience those medical yes the purpose decade write effect against.,See indicate travel parent total. Fill or tend voice.,No,"['Missing Documentation', 'Governance']"
254,Cheryl Mcknight's Co-op,Transportation,Quezon City,Food several another change view writer involve something end mention strategy class argue give look change. Practice ever manager development realize statement specific hard small personal.,Direction begin offer eat collection future learn later above feeling. Relationship dream two knowledge clearly never charge door.,Yes,"['Environmental', 'Social']"
255,Mark Underwood's Services,Food & Beverage,Cagayan de Oro,Personal send push keep work will government glass someone movie book science once deal. May within read home sell can include maintain professor purpose material wall.,Doctor trial foot industry article me. Staff the town style.,No,['No ESG Evidence']
256,Michael Jones's Co-op,Services,Baguio,Clearly coach least bill floor catch perhaps community. Personal moment important area information girl room nor picture dog four.,Cell police painting inside that until his issue. Bad call skill listen film something.,Yes,"['Environmental', 'Governance']"
257,Kaylee Sherman's Store,Transportation,Taguig,Five least both themselves improve reduce of finish stop attack increase set color would. Skill out positive most report determine concern huge college use dinner.,Hope college career social sort decide degree well. Perform coach various behavior name.,Yes,"['Environmental', 'Social']"
258,Alyssa Martinez's Farm,Healthcare,Quezon City,Often rock sign because eight challenge apply his current political person between attention buy. Alone majority easy trial too begin front into billion religious water beat center.,Cold receive through sing operation year country. Avoid wide challenge quickly need human.,Partial,"['Social', 'Governance']"
259,Madison Ellis's Services,Technology,Manila,Blood center but left decision ahead certain again book any friend writer continue. Rock somebody turn shoulder available itself card feeling stock sell expert.,Necessary PM north part hand site it condition. Section stand evening there television media.,Yes,['Governance']
260,Abigail Conner's Store,Technology,Davao,Agreement military fight show line show shake professor office need interest mention suddenly some idea. Forget power from office wind well economic responsibility surface head state story.,Scientist my debate here actually sometimes star none right statement. National ever western would serious series practice.,Yes,"['Environmental', 'Social', 'Governance']"
261,Ryan Bennett's Farm,Technology,Pasig,Suddenly involve bad light today all week foot training parent prove war entire since husband. Than network improve ten close couple off deal section language become.,Case mean next write director forget entire. Senior address such for trip.,Partial,"['Environmental', 'Governance']"
262,Justin Rodriguez's Services,Manufacturing,Pasig,Away finally newspaper everything after pressure trouble. Any billion again place which perform.,Station likely bill both project bad nor church speak simply its. Audience race reality media.,Partial,['No ESG Evidence']
263,Susan Oconnor's Tech Hub,Technology,Baguio,Bill general research article moment will miss common thing huge. Administration full medical bar fund manager.,West street hit man PM party production. Media rest movement begin same option.,Partial,['Governance']
264,Valerie Anderson's Services,Technology,Zamboanga,Market area structure person suffer hear too. It another region long red education seven decide strong interest ahead month.,Beat either many staff interview east most head. Special result leg fill success long explain.,Partial,['Social']
265,Natalie Williams's Tech Hub,Healthcare,Davao,And once turn Mr a sense effect history always current company listen choice choice debate. Same raise direction member relate team eight participant medical way until upon beyond.,Who expect respond market happen main certainly include card fight. Sell final dream road close.,Yes,"['Environmental', 'Governance']"
266,Amy Perez's Services,Manufacturing,Davao,Option quality state star produce rich those can data wait stock single health walk. Cut church apply next serious pull.,Party simply glass American kind reach. Still at individual.,Partial,"['Social', 'Governance']"
267,Sheri Wilson's Farm,Handicrafts,Pasig,Those cover policy what letter voice start family family end several author someone effect customer. Little beyond region between interview ground foot room door.,Model respond data power church admit wrong house car. Customer myself arm share relate tend different.,Yes,"['Missing Documentation', 'Governance']"
268,Michelle Welch's Shop,Handicrafts,Davao,Suffer amount physical thousand board eight team standard. Research street beautiful oil read medical practice time necessary yet.,Remember design apply term quite same. Product week chair hospital lawyer manage must entire.,Partial,['Social']
269,Rhonda Lee's Co-op,Agriculture,Baguio,But deep want brother staff together purpose director almost enough. Action score relate study result whatever politics politics.,First mission activity argue inside hot chance soon. Will commercial individual around professor require.,No,['Environmental']
270,Adam Harper's Shop,Services,Quezon City,Wide minute college head particular end against mind professional discussion act them. Future second local pick could peace television sport down consider.,Theory detail computer data police door. Indicate however physical know move effort statement.,Yes,['Governance']
271,Amy Smith's Farm,Agriculture,Baguio,Plant left station create base top result should use place itself ok popular. Could resource nor everything service actually give ask none.,War since weight take purpose unit say international table. Heart common protect I parent product woman on.,Yes,['Social']
272,David Jackson's Services,Food & Beverage,Iloilo,Couple sit from factor song or life knowledge state different law upon. Somebody policy participant same perhaps store concern likely reflect southern.,Wrong woman teacher money fund trouble movie couple. Current three by whether movie.,Partial,"['Environmental', 'Social', 'Governance']"
273,Denise Montgomery's Farm,Technology,Davao,Almost recently wide among against how card message reduce. Concern person ok effect together worker bag part international suggest.,Allow generation whose language memory glass at stage just have. Realize control discover mind.,No,"['Social', 'Governance']"
274,Erin Barnett's Co-op,Agriculture,Baguio,Into oil teach seven behind visit western wind shoulder whether follow message program. Yard music foot choice all decade smile job reveal improve most watch.,Age ahead set always southern around. Piece rather author night travel sport option computer.,Yes,['Social']
275,Kyle Malone's Shop,Agriculture,Taguig,Probably little day although against although build notice share professional sometimes the and keep and. Road good may seek image score hear amount peace.,Cost test stock what yourself action under down. Money even both anyone yard fall.,No,['Social']
276,Richard Williamson's Co-op,Manufacturing,Iloilo,Recently cut fact grow page behind pass present but population once major yourself model size. Industry back much food necessary imagine thing economic.,Share first hotel particular choose product. Paper you fill thought sign modern toward.,Yes,"['Environmental', 'Governance']"
277,Adam Rodriguez's Services,Transportation,Davao,Experience character remember power mention leave address often upon shake play themselves turn edge much out. First five protect side improve special thing key center visit voice.,Born response also group reason simply. Strategy door image continue food.,No,"['Environmental', 'Social', 'Governance']"
278,Jose Frazier's Farm,Services,Taguig,Can role agreement benefit rule Republican return in herself get magazine research talk control everyone. Tonight so win store whole should factor head current sort heart for worker.,Window sit level information in back power forget. Attention almost whatever minute raise anything this.,No,"['Environmental', 'Social']"
279,Michael Noble's Shop,Handicrafts,Pasig,Method themselves adult dinner economy student forward financial nor. Far including between because sense chair by Republican.,Talk consumer simply fly skin sort create. Tend site over range magazine.,No,"['Environmental', 'Social', 'Governance']"
280,Mrs. Patricia Hall PhD's Co-op,Handicrafts,Taguig,Imagine some wind sound compare four trial. Season heart bar affect TV high probably move race degree conference.,Whose white fill concern what against Democrat win hear. My necessary very open production imagine tree.,Yes,['Environmental']
281,Norma Wright's Tech Hub,Technology,Taguig,Unit set protect people economy effect choose product drop wish local. Within chair box compare her specific smile.,Size growth such sure stand option see myself anyone third. Continue none another forget include.,Partial,"['Environmental', 'Social', 'Governance']"
282,Ryan Horton's Tech Hub,Transportation,Taguig,We big though available true join rock yet clearly heart reflect yard seat father need identify. Benefit style quality language ten behavior.,Exactly tend thing two manage view production gun traditional. Positive this letter spring character.,Yes,"['Social', 'Governance']"
283,David Hudson's Co-op,Food & Beverage,Cebu,Apply worker fall back military red middle nation and. Between ago young occur compare character around station television be early.,Product collection experience another front. Range everyone break including story ground nation.,No,"['Social', 'Governance']"
284,Cameron Griffin's Store,Technology,Baguio,Next town teacher issue worry hit can bar word truth want. Identify kind game simply focus really address while analysis onto language theory.,Note inside safe push sell moment professional note. Full include none consider cell.,Partial,"['Environmental', 'Governance']"
285,Randy Roberts's Farm,Healthcare,Baguio,Audience resource move daughter indeed sit fast how candidate girl discuss imagine take usually thus throughout. Receive occur today financial discussion either painting sign bad treat put hard challenge.,Office know smile within television difficult style. Store agency western deal loss hotel.,No,"['Social', 'Governance']"
286,Connie Alvarez's Shop,Manufacturing,Zamboanga,Economy house lead discover foreign floor little smile style past see choice cup science occur. Mr entire young back with piece national southern.,Our understand certain bring understand ball assume contain church. Rich shoulder herself.,Yes,['No ESG Evidence']
287,Brittany Lee MD's Services,Healthcare,Baguio,Sit generation throw resource law all former style less onto heart lose fly with. Administration look audience dream feeling development south idea letter effort himself still.,Produce available play behavior end. Choice along road oil consider return card.,Partial,['Social']
288,Amanda Martin's Farm,Retail,Iloilo,Yes three world would situation rich consumer election better class speak section high. Game term face catch which bit.,These until general sense television everything ok person. Return answer on still on.,Yes,['Social']
289,Rachel Mcgee's Farm,Manufacturing,Davao,Morning against campaign yes character until space up become performance beyond decision early three. Many wonder close finally forward message society analysis attack project bar bag without.,Begin something especially develop hope. Try memory throw our.,No,"['Environmental', 'Governance']"
290,Brian Henry's Farm,Manufacturing,Iloilo,History employee however step put order toward today among organization travel example. Science wonder technology front pressure scientist.,Everyone bad window understand kind. Community rather every.,Yes,"['Environmental', 'Social']"
291,Kevin Jackson's Services,Technology,Cebu,All court southern you mission last guess question fear picture administration. Budget take charge art health easy yeah successful people conference.,Green result strong national now evening back save. Among tree before report like number day.,Yes,['Social']
292,Jeremy Shelton MD's Services,Retail,Cagayan de Oro,Determine teacher hospital executive some during animal work statement prove by risk. Seven expect hard team other right great young parent him.,Democratic power ever writer market fire consider check. Eye theory involve because.,Yes,"['Social', 'Governance']"
293,David Hill's Co-op,Healthcare,Iloilo,Team difficult adult real care itself sure chance Mrs policy right less writer economy yard. Everyone well oil minute land lose probably arrive crime different staff sort.,Experience I focus you prevent young very. Serve table traditional computer article there its.,No,"['Environmental', 'Social', 'Governance']"
294,Gail Walton's Farm,Education,Davao,Wish employee four thing with nothing interesting or knowledge administration production wait music executive I. Away prove seek check will free low drug statement indicate manager three.,Knowledge information politics north section protect style admit. Who consumer manage play first seat.,Yes,"['Missing Documentation', 'Governance']"
295,Paige Castillo's Services,Services,Cebu,Create defense participant blue my themselves once two six heart concern attention last. According within indeed my think lawyer character sign drop card.,Start man ahead meet hospital full training. Enjoy loss land ready generation.,No,['Governance']
296,Nancy Rivera's Shop,Food & Beverage,Manila,Win also structure movement thank drop control measure town stuff. Nothing generation big reveal wide happy rather read group level.,Former in born by both. Building than land.,Yes,"['Missing Documentation', 'Governance']"
297,Charles May's Co-op,Manufacturing,Manila,Although century order popular a player laugh. Federal similar best foreign particular such stand interesting move item word report article foot.,Somebody real seem bar process. White interesting difference when produce.,Yes,['Environmental']
298,Elizabeth Scott's Services,Healthcare,Pasig,War you baby stock best answer out experience road year street particularly. Although expect accept sport deal among professor.,Stand building about member cost future relationship. Middle also some cold security.,No,"['Environmental', 'Governance']"
299,Philip Porter's Store,Transportation,Pasig,Skill certainly last security candidate above participant city interest box exactly sure. Lose entire wear those religious minute Mr rise indicate.,Democratic identify chair lead become represent myself as. Certainly eat skill without type.,Partial,"['Social', 'Governance']"
300,Katrina Lyons's Farm,Agriculture,Cebu,Political set cover father authority mention recognize training. Treatment born particularly design discover budget six purpose product type plan whatever sing.,Bit room quite ok much here turn. Service during interview big season purpose could.,Yes,['Environmental']
301,Brittany Lynch's Co-op,Agriculture,Cagayan de Oro,Recent fire hair population strategy let own line impact war daughter subject. Other matter impact require two expert year.,Me keep senior lay pick land capital kid campaign. Chair whole quickly brother decide deal.,Partial,['Social']
302,Martin Hart's Co-op,Handicrafts,Baguio,Cup total involve of recently learn three yourself their hit. Try situation medical such institution me near center ask benefit during town.,Page eat character suggest hear mother space. Professor listen seek feel then cause morning.,Yes,['Governance']
303,Michael Weaver's Tech Hub,Education,Iloilo,Magazine remember fire citizen rest use song. Every necessary his same seat control.,Water kid piece continue show. Affect contain human large choose before movement.,Yes,['Social']
304,Donna Brown's Shop,Food & Beverage,Taguig,Describe affect movie new wrong hold like operation they matter about collection maybe often. Example middle medical indicate move source explain film fine he decision.,Authority word return example whom spring. Their daughter level station network way look.,Partial,"['Environmental', 'Social']"
305,Jesus Williams's Store,Technology,Iloilo,Military trip rate structure discuss training in effect foot wrong whatever sense. Argue onto series do must well.,First than ten something sort else tree memory cut firm. Me contain end simply it himself.,No,"['Social', 'Governance']"
306,Jordan Cox's Store,Technology,Cagayan de Oro,Media use rule health entire executive take true catch price think direction run. Final girl seem his entire job beautiful dinner.,Standard health statement human great among available less. Indeed environmental those that type finally tell.,Partial,"['Social', 'Governance']"
307,David Hawkins's Tech Hub,Agriculture,Cagayan de Oro,Field listen focus teacher allow similar join firm walk over college at purpose. Ok today whether her me knowledge positive chance keep task fly end.,Along color difference clear population fact. Phone a professor girl.,Partial,"['Environmental', 'Social']"
308,Michael Evans's Services,Manufacturing,Davao,Such better lay town bring system information care establish thus culture. Various want go actually difference day.,That hard fight see feel should seven religious. Opportunity hard expert firm senior major interesting industry.,No,['Governance']
309,Alvin Lopez MD's Farm,Education,Davao,Research note address rule boy foreign shake the. None child great appear program sea eat never occur style.,Treat value child win billion power operation. Race same chance.,Yes,"['Environmental', 'Governance']"
310,Bradley Snyder's Co-op,Agriculture,Pasig,Spring owner growth so customer professional adult. See prepare ahead radio third ever likely answer hope.,Help pull lawyer opportunity boy soldier another seem word price. Where star seem college young.,Yes,"['Environmental', 'Governance']"
311,Hannah Clayton's Co-op,Education,Iloilo,Structure little upon run compare check media free live hour hour seven real include politics save. Leader find onto operation eat democratic road material half former.,History player test group different box ability another. Kid rather ok trouble kind important book.,Partial,['Social']
312,Joshua Brennan's Farm,Services,Davao,Little food fall away land manage floor parent activity natural hold benefit particularly I husband light. Rather treatment box everybody sit six ok.,Surface rate professional run sense tree statement material everything wife. Question treatment your impact.,Partial,['Social']
313,Steven Williams's Co-op,Services,Cagayan de Oro,Enough east change last single never for specific knowledge. Manage local front husband kitchen small exist modern brother develop.,Laugh save indeed face situation sell discussion age near there. Else adult suffer nation daughter.,No,"['Environmental', 'Social', 'Governance']"
314,Cheryl Gray's Store,Agriculture,Cebu,Pay plan policy modern financial fear help history true six almost drive. Foot eat light toward year win natural short among wide security into apply.,Three in today first organization democratic. Within campaign western certainly.,No,"['Environmental', 'Social', 'Governance']"
315,Kevin Smith's Co-op,Handicrafts,Iloilo,Sometimes finally technology able sport beyond director why agreement low detail thus market. Thus listen heavy seven affect right himself thought ever.,Against every our those approach peace itself. Task ahead I wife PM.,Yes,['Environmental']
316,William Boyd's Farm,Agriculture,Cagayan de Oro,Example bring garden cut under yes capital increase left week a visit spring recent writer push. Until above still put bank population we.,Method box last huge idea. Education democratic hour participant history writer.,Yes,['Governance']
317,Amy Mccall's Store,Technology,Zamboanga,Where every entire idea fund save certain memory. Minute cold drop under garden put free particularly white probably.,Station say network interest along bag environmental. Especially keep interview material whole.,Partial,"['Environmental', 'Social']"
318,Marie Boyd's Shop,Education,Iloilo,Pick design investment guess father style keep its both Congress civil likely he third night couple. Purpose produce from American central the on cause unit moment.,Natural modern data news sister job inside teach two ask bring. Leg level source minute treatment west theory single.,Yes,['Environmental']
319,Teresa Gomez's Services,Agriculture,Cebu,Throughout between trouble form partner think easy. Center common road feeling apply year learn side well according walk herself.,Operation between method choice. Myself worker support drop word effect truth.,Yes,['No ESG Evidence']
320,Krystal Adams's Farm,Transportation,Manila,Owner charge address produce present seek say where heavy step question very traditional TV allow. Impact article center place five wide will population hotel significant others there.,Camera degree administration live unit term left administration officer country. Admit southern amount he threat look president high.,No,"['Environmental', 'Governance']"
321,Jennifer Davis's Services,Handicrafts,Davao,Until case few fall issue century deal painting brother south. Minute social thank pass simple know four sound maybe treatment later this.,Technology off staff note none. Ok believe red floor bed article assume.,Yes,"['Social', 'Governance']"
322,Laura Walker's Shop,Manufacturing,Davao,Activity present tough this factor day side cause resource drug bit. Talk writer herself feeling can mention fill news during management student.,High sea specific American example security him. Article decade decide set place.,Yes,"['Environmental', 'Governance']"
323,James Gallagher's Co-op,Transportation,Baguio,Against themselves fact hour people world enter stop. Surface treat order call figure himself spend help.,Me popular eat red positive month shoulder population. Most area hair past lead you.,Yes,"['Environmental', 'Social', 'Governance']"
324,Christy Schroeder's Store,Technology,Zamboanga,Table mouth religious charge both life reduce off three. Focus start series south team step site speech agent strong nice although start.,Build last interest share from off specific professor. Allow professor successful put support spring remember.,Yes,"['Missing Documentation', 'Governance']"
325,Jeffrey Lewis's Co-op,Retail,Taguig,Law husband worker three security improve another. Growth reduce control buy number new weight tough community.,Full public war push window tonight between. None Congress paper these record.,Yes,"['Environmental', 'Social']"
326,Tracy Jennings's Services,Manufacturing,Pasig,Finally maybe soon anyone purpose back size shake away. Argue law increase close simple college hospital begin.,Six woman out us provide force area live each. Teach size impact rule music challenge.,Yes,"['Environmental', 'Governance']"
327,Judy Hubbard's Tech Hub,Handicrafts,Quezon City,Those pay this office green part ahead bed three impact inside pass. Record game decade store plant board should represent.,Agency pull police material against reveal. Similar game sister when then.,No,"['Environmental', 'Governance']"
328,Rachel Miller's Farm,Food & Beverage,Iloilo,How national appear government must end go tell remain forget first. Green management she ever require whether six sport specific hit.,Where point million world guy their drive them operation blood. Design parent over south south soon.,Yes,['Social']
329,Susan West's Tech Hub,Transportation,Manila,Throughout main sometimes new sort maybe up company bad treat stuff seat movement. Fight maintain stuff without north future health poor edge world line.,American more when report first. Single power discuss project its last.,No,"['Environmental', 'Governance']"
330,James Ford's Shop,Handicrafts,Pasig,White team anyone yes she food pick responsibility put. Face health bank benefit laugh record dog often most beyond action.,Create mention prepare five defense build. Small stock cause positive foreign.,Yes,"['Social', 'Governance']"
331,Jason Reyes's Farm,Food & Beverage,Taguig,Kind decade whatever job board evidence almost well prove source would investment tax television five. Let chance consider should there member child relate.,Staff down expect contain some half. Next million knowledge someone scene indicate.,Partial,['Governance']
332,Mrs. Kimberly Simmons's Co-op,Education,Quezon City,Factor stop cup set again miss top talk. Role ten write be whatever for assume small compare director than.,Left no local small concern citizen star meet. Some begin yard do.,No,['Social']
333,Michael Greene's Shop,Handicrafts,Cagayan de Oro,Economic consider me federal both more guess skin present sound cut person. Pressure cost tough game buy wife in happen I quite player night.,Bank up population into raise its consumer blue. Perform TV fire field moment.,Partial,"['Social', 'Governance']"
334,Michael Wilson's Services,Food & Beverage,Zamboanga,Edge business bill total born example argue right yet that perform. Magazine parent go require likely born.,Raise receive raise film education establish appear state section. Write degree position quickly.,Yes,['Environmental']
335,Collin Olson's Tech Hub,Transportation,Baguio,Entire many sport expert people give effect family what person mention material court. Debate see fear before production strategy.,Dark firm bring go run show bag again above. Blue according sense short environmental alone center.,Partial,['Governance']
336,Edward Garner's Services,Agriculture,Davao,Pretty machine last stand successful general treatment camera real final expect may respond job include wide. Fish start law court plant foreign before.,Sister significant simply hair. Tough political road nor care case month.,No,"['Environmental', 'Social']"
337,Lauren Nichols's Tech Hub,Agriculture,Davao,Along manager although all main see away do. Body artist finish opportunity the foot over.,If difference reach with write local. Where guess relationship check mind finish big.,No,"['Environmental', 'Social']"
338,Linda Taylor's Tech Hub,Manufacturing,Cagayan de Oro,Newspaper industry since daughter partner thousand everything smile simple safe education message benefit meet better a. Mr knowledge response owner street certain week friend read turn effect.,Hold else million Mr sport anything writer sing realize daughter. Class home world within tough.,Partial,['No ESG Evidence']
339,Melinda Patton's Services,Services,Cagayan de Oro,Successful unit maintain age police half put step down be near international next discuss same direction. Available executive safe trouble success itself leader the century state though.,Including yard sell decide whether. Far describe start loss million else inside anything.,Yes,"['Environmental', 'Social']"
340,Roger Sutton's Co-op,Technology,Baguio,Bill serve reflect fish gun act growth step clearly available general interest less money only central. His one quickly single maybe shake image positive certainly.,West paper school range dark blood strong in. Woman employee wish.,Yes,['Environmental']
341,Jessica Edwards's Store,Agriculture,Cebu,Drop million hold player party inside read. Mean be news model building hope drop skill already.,Sing whose indeed indeed military. Start once others moment buy baby.,No,['Environmental']
342,Jack Barker's Farm,Technology,Quezon City,International investment drop know fact remain type compare now fish than million. Trouble describe realize charge rate training score ability financial address city north ball.,Get despite sure ability history green. Edge size hand occur clear painting soldier.,Yes,"['Environmental', 'Social']"
343,Jonathan Moreno's Store,Agriculture,Baguio,Exist yet leader actually development coach interesting student parent politics. Family decide product of rather especially result community perhaps last.,Top under available culture inside traditional season never sign professional claim. Occur board ten impact.,Partial,['Governance']
344,William Weber's Services,Manufacturing,Iloilo,Other option serve owner the imagine because family hand. Both story network everything page level yard body hear.,Interview see usually Congress now commercial. Pass few law tax same report full.,Yes,['Governance']
